DISABLED	ID	parent class	label	Equivalence axiom	Equivalence Override	Subclass axiom	definition	comment	Exact Synonym	Broad Synonym	Minimum	Aves	Bovidae	Suina	Ursidae	Cervidae	Camelidae	Giraffoidea	Hippopotamidae	Cetacea	Canidae	Felidae	Pinnipedia	Musteloidea	Perissodactyla	Diprotodontia	Rodentia	Lagomorpha	Chiroptera	Eulipotyphla	Primates	Bivalvia	Cephalopoda	Gastropoda	Reptilia	Echinodermata	Amphibian	Chelicerata	Crustacea	Hexapoda	Other	Fish
	FOODON:02010075	piece of {organism} organ	piece of {organism} skin	'piece of animal skin' and 'in taxon' some {taxon}	'piece of animal organ' and 'derives from' some 'skin of body'		A piece of {organism} skin.					chicken|turkey		pork																												
	FOODON:02010076	piece of {organism} organ	piece of {organism} heart	'piece of animal heart' and 'derives from' some '{organism} heart'	'piece of animal organ' and 'derives from' some 'animal heart'		A piece of a{n} {organism} heart.			{organism} heart		chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010077	piece of {organism} organ	piece of {organism} brain	'piece of animal brain' and 'derives from' some '{organism} brain'	'piece of animal organ' and 'derives from' some 'animal brain'		A piece of a{n} {organism} brain.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010078	piece of {organism} organ	piece of {organism} kidney	'piece of animal kidney' and 'derives from' some '{organism} kidney'	'piece of animal organ' and 'derives from' some 'animal kidney'		A piece of a{n} {organism} kidney.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010079	piece of {organism} organ	piece of {organism} liver	'piece of animal liver' and 'derives from' some '{organism} liver'	'piece of animal organ' and 'derives from' some 'animal liver'		A piece of a{n} {organism} liver.					chicken|turkey|goose	beef|veal|lamb	pork																												
	FOODON:02010080	piece of {organism} organ	piece of {organism} spleen	'piece of animal spleen' and 'derives from' some '{organism} spleen'	'piece of animal organ' and 'derives from' some 'animal spleen'		A piece of a{n} {organism} spleen.					chicken	beef|veal|lamb	pork																												
	FOODON:02010081	piece of {organism} organ	piece of {organism} lung	'piece of animal lung' and 'derives from' some '{organism} lung'	'piece of animal organ' and 'derives from' some 'animal lung'		A piece of a{n} {organism} lung.						beef|veal|lamb	pork																												
	FOODON:02010082	piece of {organism} organ	piece of {organism} gizzard	'piece of animal gizzard' and 'derives from' some '{organism} gizzard'	'piece of animal organ' and 'derives from' some 'animal gizzard'		A piece of a{n} {organism} gizzard.					chicken|turkey																														
	FOODON:02010083	piece of {organism} organ	piece of {organism} tongue	'piece of animal tongue' and 'derives from' some '{organism} tongue'	'piece of animal organ' and 'derives from' some 'animal tongue'		A piece of a{n} {organism} tongue.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010084	piece of {organism} organ	piece of {organism} thymus	'piece of animal thymus' and 'derives from' some '{organism} thymus'	'piece of animal organ' and 'derives from' some 'animal thymus'		A piece of a{n} {organism} thymus.						beef|veal|lamb	pork																												
	FOODON:02010085	piece of {organism} organ	piece of {organism} pancreas	'piece of animal pancreas' and 'derives from' some '{organism} pancreas'	'piece of animal organ' and 'derives from' some 'animal pancreas'		A piece of a{n} {organism} pancreas.						beef|veal|lamb	pork																												
	FOODON:02010086	piece of {organism} organ	piece of {organism} ovary	'piece of animal ovary' and 'derives from' some '{organism} ovary'	'piece of animal organ' and 'derives from' some 'animal ovary'		A piece of a{n} {organism} ovary.																																			
	FOODON:02010087	piece of {organism} organ	piece of {organism} testicle	'piece of animal testicle' and 'derives from' some '{organism} testicle'	'piece of animal organ' and 'derives from' some 'animal testicle'		A piece of a{n} {organism} testicle.						beef|lamb																													
	FOODON:02010088	piece of {organism} organ	piece of {organism} stomach	'piece of animal stomach' and 'derives from' some '{organism} stomach'	'piece of animal organ' and 'derives from' some 'animal stomach'		A piece of a{n} {organism} stomach.						beef|sheep|goat|veal|antelope	pork				giraffe																								
	FOODON:02010089	piece of {organism} organ	piece of {organism} ear	'piece of animal ear' and 'derives from' some '{organism} ear'	'piece of animal organ' and 'derives from' some 'animal ear'		A piece of a{n} {organism} ear.							pork																												
	FOODON:02010090	piece of {organism} organ	piece of {organism} organ (raw)	'piece of {organism} organ' and 'has quality' some 'raw'			A raw piece of a{n} {organism} organ.					chicken|turkey|goose|ruffed grouse						giraffe																								
	FOODON:02010091	piece of {organism} skin	piece of {organism} skin (raw)	'piece of {organism} skin' and 'has quality' some 'raw'			A raw piece of {organism} skin.					chicken|turkey		pork																												
	FOODON:02020008	piece of {organism} heart	piece of {organism} heart (raw)	'piece of {organism} heart' and 'has quality' some 'raw'			A raw piece of a{n} {organism} heart.			raw {organism} heart 		chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010093	piece of {organism} brain	piece of {organism} brain (raw)	'piece of {organism} brain' and 'has quality' some 'raw'			A raw piece of a{n} {organism} brain.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010094	piece of {organism} kidney	piece of {organism} kidney (raw)	'piece of {organism} kidney' and 'has quality' some 'raw'			A raw piece of a{n} {organism} kidney.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010095	piece of {organism} liver	piece of {organism} liver (raw)	'piece of {organism} liver' and 'has quality' some 'raw'			A raw piece of a{n} {organism} liver.					chicken|turkey|goose	beef|veal|lamb	pork																												
	FOODON:02010096	piece of {organism} spleen	piece of {organism} spleen (raw)	'piece of {organism} spleen' and 'has quality' some 'raw'			A raw piece of a{n} {organism} spleen.					chicken	beef|veal|lamb	pork																												
	FOODON:02010097	piece of {organism} lung	piece of {organism} lung (raw)	'piece of {organism} lung' and 'has quality' some 'raw'			A raw piece of a{n} {organism} lung.						beef|veal|lamb	pork																												
	FOODON:02010098	piece of {organism} gizzard	piece of {organism} gizzard (raw)	'piece of {organism} gizzard' and 'has quality' some 'raw'			A raw piece of a{n} {organism} gizzard.					chicken|turkey																														
	FOODON:02010099	piece of {organism} tongue	piece of {organism} tongue (raw)	'piece of {organism} tongue' and 'has quality' some 'raw'			A raw piece of a{n} {organism} tongue.					chicken|turkey	beef|veal|lamb	pork																												
	FOODON:02010100	piece of {organism} thymus	piece of {organism} thymus (raw)	'piece of {organism} thymus' and 'has quality' some 'raw'			A raw piece of a{n} {organism} thymus.						beef|veal|lamb	pork																												
	FOODON:02010101	piece of {organism} pancreas	piece of {organism} pancreas (raw)	'piece of {organism} pancreas' and 'has quality' some 'raw'			A raw piece of a{n} {organism} pancreas.						beef|veal|lamb	pork																												
	FOODON:02010102	piece of {organism} ovary	piece of {organism} ovary (raw)	'piece of {organism} ovary' and 'has quality' some 'raw'			A raw piece of a{n} {organism} ovary.																																			
	FOODON:02010103	piece of {organism} testicle	piece of {organism} testicle (raw)	'piece of {organism} testicle' and 'has quality' some 'raw'			A raw piece of a{n} {organism} testicle.						beef|lamb																													
	FOODON:02010104	piece of {organism} stomach	piece of {organism} stomach (raw)	'piece of {organism} stomach' and 'has quality' some 'raw'			A raw piece of a{n} {organism} stomach.						beef|sheep|goat|veal|antelope	pork				giraffe																								
	FOODON:02010105	piece of {organism} ear	piece of {organism} ear (raw)	'piece of {organism} ear' and 'has quality' some 'raw'			A raw piece of a{n} {organism} ear.							pork																												
	FOODON:02010109	piece of {organism} meat	piece of {organism} meat (skinless)	'piece of {organism} meat' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} meat.					chicken|turkey|guinea fowl|squab|pheasant|goose|duck		pork																												
	FOODON:02010110	piece of {organism} meat (skinless)	piece of {organism} meat (skinless, raw)	'piece of {organism} meat (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} meat.					chicken|turkey|guinea fowl|squab|pheasant|goose|duck		pork																												
	FOODON:02010111	piece of {organism} meat	piece of {organism} meat (with skin)	'piece of {organism} meat' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} meat that contains skin.					chicken|turkey|duck|goose|guinea fowl|pheasant|squab|quail		pork																												
	FOODON:02010112	piece of {organism} meat (with skin)	piece of {organism} meat (with skin, raw)	'piece of {organism} meat (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} meat that contains skin.					chicken|turkey|duck|goose|guinea fowl|pheasant|squab|quail		pork																												
	FOODON:02010113	piece of {organism} meat	piece of {organism} meat (boneless)	'piece of {organism} meat' and not ('has part' some ('derives from' some 'bone element'))			A piece of boneless {organism} meat.		boneless {organism} meat			poultry|chicken|turkey	lamb|goat|veal	pork																												
	FOODON:02020009	piece of {organism} meat (boneless)	piece of {organism} meat (boneless, raw)	'piece of {organism} meat (boneless)' and 'has quality' some 'raw'			A raw piece of boneless {organism} meat.							pork																												
	FOODON:02010114	piece of {organism} meat (boneless)	piece of {organism} meat (cubed)				A piece of boneless {organism} meat that has a cubic shape.	Cubed meat should be free from bones, cartilage, lymph glands, and most or all connective tissue and fat.					lamb|goat|veal																													
	FOODON:02010115	piece of {organism} meat (cubed)	piece of {organism} meat (cubed, raw)	'piece of {organism} meat (cubed)' and 'has quality' some 'raw'			A raw cubic piece of {organism} meat.						lamb|goat|veal																													
	FOODON:02010116	piece of {organism} meat	piece of {organism} meat (with bone)	'piece of {organism} meat' and 'has part' some ('derives from' some 'bone element')			A piece of {organism} meat that contains bone material.					poultry|chicken|turkey	lamb|goat|veal																													
	FOODON:02010117	piece of {organism} meat (with bone)	piece of {organism} meat (with bone, raw)	'piece of {organism} meat (with bone)' and 'has quality' some 'raw'			A raw piece of {organism} meat that contains bone material.					poultry|chicken|turkey	lamb|goat|veal																													
	FOODON:02010118	piece of {organism} meat (boneless)	piece of {organism} meat (deboned)	'piece of {organism} meat (boneless)' and 'is specified output of' some 'deboning'			A piece of deboned {organism} meat.					poultry|chicken|turkey	lamb|goat|veal	pork																												
	FOODON:02020010	piece of {organism} meat (deboned)	piece of {organism} meat (deboned, raw)	'piece of {organism} meat (deboned)' and 'has quality' some 'raw'			A raw piece of deboned {organism} meat.							pork																												
	FOODON:02010119	piece of {organism} meat (deboned)	piece of {organism} meat (mechanically deboned)				A piece of {organism} meat that has been mechanicaly deboned.					poultry|chicken|turkey	lamb|goat|veal	pork																												
	FOODON:02010120	piece of {organism} meat (mechanically deboned)	piece of {organism} meat (mechanically deboned, raw)	'piece of {organism} meat (mechanically deboned)' and 'has quality' some 'raw'			A raw piece of mechanically deboned {organism} meat.					poultry|chicken|turkey		pork																												
	FOODON:02010121	piece of {organism} meat (mechanically deboned)	piece of {organism} meat (mechanically deboned, with skin, raw)				A raw piece of mechanically deboned {organism} meat that contains skin.					poultry|chicken|turkey																														
	FOODON:02010122	piece of {organism} meat (mechanically deboned)	piece of {organism} meat (mechanically deboned, skinless, raw)				A raw piece of mechanically deboned, skinless {organism} meat.					poultry|chicken|turkey																														
	FOODON:02010123	piece of {organism} meat	{organism} thigh	'animal thigh' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'hindlimb stylopod'		A whole thigh that is obtained from a{n} {organism}.					chicken|turkey|pheasant|quail|poultry																														
	FOODON:02010124	piece of {organism} meat	{organism} breast	'animal breast' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'pectoral muscle'		A whole breast that is obtained from a{n} {organism}.		{organism} pectoral muscle			chicken|turkey|duck|pheasant|quail|poultry|ruffed grouse|Canada goose																														
	FOODON:02010125	piece of {organism} meat	{organism} drumstick	'animal drumstick' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'hindlimb zeugopod'		A whole drumstick that is obtained from a{n} {organism}.					chicken|turkey|poultry																														
	FOODON:02010126	piece of {organism} meat	{organism} wing	'animal wing' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'wing'		A whole wing that is obtained from a{n} {organism}.					chicken|turkey|poultry																														
	FOODON:02010127	piece of {organism} meat	{organism} foot	'animal foot' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'pes'		A whole foot that is obtained from a{n} {organism}.					chicken|turkey|poultry																														
	FOODON:02010128	piece of {organism} meat	{organism} neck	'animal neck' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'neck'		A whole neck that is obtained from a{n} {organism}.					chicken|turkey|poultry	lamb																													
	FOODON:02010129	piece of {organism} meat	{organism} back	'animal back' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'dorsum'		A whole back that is obtained from a{n} {organism}.					chicken|turkey																														
	FOODON:02010130	piece of {organism} meat	{organism} leg	'animal leg' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'leg'		A whole leg that is obtained from a{n} {organism}.					chicken|turkey|pheasant|poultry|duck																									frog					
	FOODON:02010131	piece of {organism} meat	{organism} ruminant reticulum	'animal ruminant reticulum' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'ruminant reticulum'		A whole ruminant reticulum that is obtained from a{n} {organism}.																																			
	FOODON:02010132	piece of {organism} meat	{organism} rumen	'animal rumen' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'rumen'		A whole rumen that is obtained from a{n} {organism}.																																			
	FOODON:02010133	piece of {organism} meat	{organism} oviduct	'animal oviduct' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'oviduct'		A whole oviduct that is obtained from a{n} {organism}.																																			
	FOODON:02010134	piece of {organism} meat	{organism} trachea	'animal trachea' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'trachea'		A whole trachea that is obtained from a{n} {organism}.																																			
	FOODON:02010135	piece of {organism} meat	{organism} parotid gland	'animal parotid gland' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'parotid gland'		A whole parotid gland that is obtained from a{n} {organism}.																																			
	FOODON:02010136	piece of {organism} meat	{organism} sublingual gland	'animal sublingual gland' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'sublingual gland'		A whole sublingual gland that is obtained from a{n} {organism}.																																			
	FOODON:02010137	piece of {organism} meat	{organism} tail	'animal tail' and 'in taxon' some {taxon}	'piece of animal meat' and 'derives from' some 'tail'		A whole tail that is obtained from a{n} {organism}.							pork																									lobster			
	FOODON:02010138	{organism} thigh	{organism} thigh (raw)	'{organism} thigh' and 'has quality' some 'raw'			A whole raw thigh that is obtained from a{n} {organism}.					chicken|turkey																														
	FOODON:02010139	{organism} breast	{organism} breast (raw)	'{organism} breast' and 'has quality' some 'raw'			A whole raw {organism} breast.					chicken|turkey|duck|pheasant|quail|poultry|ruffed grouse																														
	FOODON:02010140	{organism} drumstick	{organism} drumstick (raw)	'{organism} drumstick' and 'has quality' some 'raw'			A whole raw {organism} drumstick.					chicken|turkey|poultry																														
	FOODON:02010141	{organism} wing	{organism} wing (raw)	'{organism} wing' and 'has quality' some 'raw'			A whole raw {organism} wing.					chicken|turkey|poultry																														
	FOODON:02010142	{organism} foot	{organism} foot (raw)	'{organism} foot' and 'has quality' some 'raw'			A whole raw {organism} foot.					chicken|turkey|poultry																														
	FOODON:02010143	{organism} neck	{organism} neck (raw)	'{organism} neck' and 'has quality' some 'raw'			A whole raw {organism} neck.					chicken|turkey|poultry	lamb																													
	FOODON:02010144	{organism} back	{organism} back (raw)	'{organism} back' and 'has quality' some 'raw'			A whole raw {organism} back.					chicken|turkey																														
	FOODON:02010145	{organism} leg	{organism} leg (raw)	'{organism} leg' and 'has quality' some 'raw'			A whole raw {organism} leg.					chicken|turkey||poultry																									frog					
	FOODON:02010146	{organism} ruminant reticulum	{organism} ruminant reticulum (raw)	'{organism} ruminant reticulum' and 'has quality' some 'raw'			A whole raw {organism} ruminant reticulum.																																			
	FOODON:02010147	{organism} rumen	{organism} rumen (raw)	'{organism} rumen' and 'has quality' some 'raw'			A whole raw {organism} rumen.																																			
	FOODON:02010148	{organism} oviduct	{organism} oviduct (raw)	'{organism} oviduct' and 'has quality' some 'raw'			A whole raw {organism} oviduct.																																			
	FOODON:02010149	{organism} trachea	{organism} trachea (raw)	'{organism} trachea' and 'has quality' some 'raw'			A whole raw {organism} trachea.																																			
	FOODON:02010150	{organism} parotid gland	{organism} parotid gland (raw)	'{organism} parotid gland' and 'has quality' some 'raw'			A whole raw {organism} parotid gland.																																			
	FOODON:02010151	{organism} sublingual gland	{organism} sublingual gland (raw)	'{organism} sublingual gland' and 'has quality' some 'raw'			A whole raw {organism} sublingual gland.																																			
	FOODON:02010152	{organism} tail	{organism} tail (raw)	'{organism} tail' and 'has quality' some 'raw'			A whole raw {organism} tail.							pork																									lobster			
	FOODON:02010153	{organism} thigh	{organism} thigh (skinless)	'{organism} thigh' and not ('has part' some ('derives from' some 'skin of body'))			A skinless {organism} thigh.					chicken|turkey|pheasant|quail																														
	FOODON:02020011	{organism} thigh (skinless)	{organism} thigh (skinless, raw)	'{organism} thigh (skinless)' and 'has quality' some 'raw'			A raw skinless {organism} thigh.					chicken|turkey|pheasant|quail																														
	FOODON:02010154	{organism} thigh (skinless)	{organism} thigh (skinless, with bone)	'{organism} thigh (skinless)' and 'has part' some ('derives from' some 'bone element')			A skinless {organism} thigh that contains bone material.					chicken|turkey																														
	FOODON:02020012	{organism} thigh (skinless)	{organism} thigh (skinless, boneless)	'{organism} thigh (skinless)' and not ('has part' some ('derives from' some 'bone element')) 			A skinless and boneless {organism} thigh.					chicken|turkey																														
	FOODON:02020013	{organism} thigh (skinless, boneless)	{organism} thigh (skinless, boneless, raw)	'{organism} thigh (skinless, boneless)' and 'has quality' some 'raw'			A raw, skinless and boneless {organism} thigh.					chicken|turkey																														
	FOODON:02010155	{organism} thigh	{organism} thigh (with skin)	'{organism} thigh' and 'has part' some ('derives from' some 'skin of body')			A{n} {organism} thigh that contains skin.					chicken|turkey																														
	FOODON:02020014	{organism} thigh (with skin)	{organism} thigh (with skin, raw)	'{organism} thigh (with skin)' and 'has quality' some 'raw'			A raw {organism} thigh that contains skin.					chicken|turkey																														
	FOODON:02010156	{organism} thigh (with skin)	{organism} thigh (with skin, with bone)	'{organism} thigh (with skin)' and 'has part' some ('derives from' some 'bone element')			A{n} {organism} thigh that contains skin and bone material.					chicken|turkey																														
	FOODON:02020015	{organism} breast	{organism} breast (skinless)	'{organism} breast' and not ('has part' some ('derives from' some 'skin of body'))			A skinless {organism} breast.					chicken|turkey|duck																														
	FOODON:02020016	{organism} breast (skinless)	{organism} breast (skinless, raw)	'{organism} breast (skinless)' and 'has quality' some 'raw'			A raw skinless {organism} breast.					chicken|turkey																														
	FOODON:02020017	{organism} breast	{organism} breast (with skin)	'{organism} breast' and 'has part' some ('derives from' some 'skin of body')			A{n} {organism} breast that contains skin.					chicken|turkey																														
	FOODON:02020018	{organism} breast (with skin)	{organism} breast (with skin, raw)	'{organism} breast (with skin)' and 'has quality' some 'raw'			A raw {organism} breast that contains skin.					chicken|turkey																														
	FOODON:02020019	{organism} breast (skinless)	{organism} breast (skinless, boneless)	'{organism} breast (skinless)' and not ('has part' some ('derives from' some 'bone element')) 			A skinless and boneless {organism} breast.					chicken|turkey|duck																														
	FOODON:02020020	{organism} breast (skinless, boneless)	{organism} breast (skinless, boneless, raw)	'{organism} breast (skinless, boneless)' and 'has quality' some 'raw'			A raw, skinless and boneless {organism} breast.					chicken|turkey|duck																														
	FOODON:02022209	{organism} breast 	{organism} breast (bone-in)	'{organism} breast' and ('has part' some ('derives from' some 'bone element')) 			A{n} {organism} breast that has the bone attached to it.					chicken|turkey																														
	FOODON:02022210	{organism} breast (bone-in)	{organism} breast (bone-in, raw)	'{organism} breast (bone-in)' and 'has quality' some 'raw'			A raw bone-in {organism} breast.					chicken|turkey																														
	FOODON:02020021	{organism} drumstick	{organism} drumstick (skinless)	'{organism} drumstick' and not ('has part' some ('derives from' some 'skin of body'))			A skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02020022	{organism} drumstick (skinless)	{organism} drumstick (skinless, raw)	'{organism} drumstick (skinless)' and 'has quality' some 'raw'			A raw skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02020023	{organism} drumstick	{organism} drumstick (with skin)	'{organism} drumstick' and 'has part' some ('derives from' some 'skin of body')			A{n} {organism} drumstick that contains skin.					chicken|turkey																														
	FOODON:02020024	{organism} drumstick (with skin)	{organism} drumstick (with skin, raw)	'{organism} drumstick (with skin)' and 'has quality' some 'raw'			A raw {organism} drumstick that contains skin.					chicken|turkey																														
	FOODON:02020025	{organism} wing	{organism} wing (skinless)	'{organism} wing' and not ('has part' some ('derives from' some 'skin of body'))			A skinless {organism} wing.					chicken|turkey																														
	FOODON:02020026	{organism} wing (skinless)	{organism} wing (skinless, raw)	'{organism} wing (skinless)' and 'has quality' some 'raw'			A raw skinless {organism} wing.					chicken|turkey																														
	FOODON:02020027	{organism} wing	{organism} wing (with skin)	'{organism} wing' and 'has part' some ('derives from' some 'skin of body')			A{n} {organism} wing that contains skin.					chicken|turkey																														
	FOODON:02020028	{organism} wing (with skin)	{organism} wing (with skin, raw)	'{organism} wing (with skin)' and 'has quality' some 'raw'			A raw {organism} wing that contains skin.					chicken|turkey																														
	FOODON:02020029	{organism} leg	{organism} leg (skinless)	'{organism} leg' and not ('has part' some ('derives from' some 'skin of body'))			A skinless {organism} leg.					chicken|turkey																														
	FOODON:02020030	{organism} leg (skinless)	{organism} leg (skinless, raw)	'{organism} leg (skinless)' and 'has quality' some 'raw'			A raw skinless {organism} leg.					chicken|turkey																														
	FOODON:02020031	{organism} leg	{organism} leg (with skin)	'{organism} leg' and 'has part' some ('derives from' some 'skin of body')			A{n} {organism} leg that contains skin.					chicken|turkey																														
	FOODON:02020032	{organism} leg (with skin)	{organism} leg (with skin, raw)	'{organism} leg (with skin)' and 'has quality' some 'raw'			A raw {organism} leg that contains skin.					chicken|turkey																														
	FOODON:02010157	piece of {organism} meat	piece of {organism} thigh	'piece of animal thigh' and 'derives from' some '{organism} thigh'	'piece of dark animal meat' and 'derives from' some 'animal thigh'		A piece of a{n} {organism} thigh.					chicken|turkey																														
	FOODON:02010158	piece of {organism} meat	piece of {organism} breast	'piece of animal breast' and 'derives from' some '{organism} breast'	'piece of light animal meat' and 'derives from' some 'pectoral muscle'		A piece of a{n} {organism} breast.					chicken|turkey|duck|pheasant|quail|duck|ruffed grouse|Canada goose																														
	FOODON:02010159	piece of {organism} meat	piece of {organism} drumstick	'piece of animal drumstick' and 'derives from' some '{organism} drumstick'	'piece of dark animal meat' and 'derives from' some 'animal drumstick'		A piece of a{n} {organism} drumstick. 					chicken|turkey																														
	FOODON:02010160	piece of {organism} meat	piece of {organism} wing	'piece of animal wing' and 'derives from' some '{organism} wing'	'piece of animal meat' and 'derives from' some 'animal wing'		A piece of a{n} {organism} wing.					chicken|turkey																														
	FOODON:02010161	piece of {organism} meat	piece of {organism} neck	'piece of animal neck' and 'derives from' some '{organism} neck'	'piece of animal meat' and 'derives from' some 'animal neck'		A piece of a{n} {organism} neck.					chicken|turkey																														
	FOODON:02010162	piece of {organism} meat	piece of {organism} back	'piece of animal back' and 'derives from' some '{organism} back'	'piece of animal meat' and 'derives from' some 'animal back'		A piece of a{n} {organism} back.					chicken|turkey																														
	FOODON:02010163	piece of {organism} meat	piece of {organism} leg	'piece of animal leg' and 'derives from' some '{organism} leg'	'piece of animal meat' and 'derives from' some 'animal leg'		A piece of a{n} {organism} leg.					chicken|turkey|pheasant|duck																									frog					
	FOODON:02010164	piece of {organism} thigh	piece of {organism} thigh (raw)	'piece of {organism} thigh' and 'has quality' some 'raw'			A raw piece of  a{n} {organism} thigh.					chicken|turkey																														
	FOODON:02010165	piece of {organism} breast	piece of {organism} breast (raw)	'piece of {organism} breast' and 'has quality' some 'raw'			A raw piece of a{n} {organism} breast.					chicken|turkey|duck|pheasant|quail|ruffed grouse|Canada goose																														
	FOODON:02010166	piece of {organism} drumstick	piece of {organism} drumstick (raw)	'piece of {organism} drumstick' and 'has quality' some 'raw'			A raw piece of a{n} {organism} drumstick.					chicken|turkey																														
	FOODON:02010167	piece of {organism} wing	piece of {organism} wing (raw)	'piece of {organism} wing' and 'has quality' some 'raw'			A raw piece of a{n} {organism} wing.					chicken|turkey																														
	FOODON:02010168	piece of {organism} neck	piece of {organism} neck (raw)	'piece of {organism} neck' and 'has quality' some 'raw'			A raw piece of a{n} {organism} neck.					chicken|turkey																														
	FOODON:02010169	piece of {organism} back	piece of {organism} back (raw)	'piece of {organism} back' and 'has quality' some 'raw'			A raw piece of a{n} {organism} back.					chicken|turkey																														
	FOODON:02010170	piece of {organism} leg	piece of {organism} leg (raw)	'piece of {organism} leg' and 'has quality' some 'raw'			A raw piece of a{n} {organism} leg.					chicken|turkey|pheasant																									frog					
	FOODON:02010171	piece of {organism} leg	piece of {organism} leg (cubed)	'piece of {organism} leg' and 'is specified output of' some 'food cubing'			A piece of cubed {organism} leg.																																			
	FOODON:02010172	piece of {organism} leg (cubed)	piece of {organism} leg (cubed, raw)	'piece of {organism} leg (cubed)' and 'has quality' some 'raw'			A raw piece of cubed {organism} leg.																																			
	FOODON:02010173	piece of {organism} leg	piece of {organism} leg (with skin)	'piece of {organism} leg' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} leg that contains skin.					chicken|turkey																														
	FOODON:02010174	piece of {organism} leg (with skin)	piece of {organism} leg (with skin, raw)	'piece of {organism} leg (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} leg that contains skin.					chicken|turkey																														
	FOODON:02010175	piece of {organism} leg	piece of {organism} leg (skinless)	'piece of {organism} leg' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} leg.					chicken|turkey|pheasant|duck																														
	FOODON:02010176	piece of {organism} leg (skinless)	piece of {organism} leg (skinless, raw)	'piece of {organism} leg (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} leg.					chicken|turkey|pheasant																														
	FOODON:02010177	piece of {organism} drumstick	piece of {organism} drumstick (with skin)	'piece of {organism} drumstick' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} drumstick that contains skin.					chicken|turkey																														
	FOODON:02010178	piece of {organism} drumstick (with skin)	piece of {organism} drumstick (with skin, raw)	'piece of {organism} drumstick (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} drumstick that contains skin.					chicken|turkey																														
	FOODON:02010179	piece of {organism} drumstick	piece of {organism} drumstick (skinless)	'piece of {organism} drumstick' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02010180	piece of {organism} drumstick (skinless)	piece of {organism} drumstick (skinless, raw)	'piece of {organism} drumstick (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02010181	piece of {organism} back	piece of {organism} back (skinless)	'piece of {organism} back' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} back.					chicken|turkey																														
	FOODON:02010182	piece of {organism} back (skinless)	piece of {organism} back (skinless, raw)	'piece of {organism} back (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} back.					chicken|turkey																														
	FOODON:02010183	piece of {organism} back	piece of {organism} back (with skin)	'piece of {organism} back' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} back that contains skin.					chicken|turkey																														
	FOODON:02010184	piece of {organism} back (with skin)	piece of {organism} back (with skin, raw)	'piece of {organism} back (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} back that contains skin.					chicken|turkey																														
	FOODON:02010185	piece of {organism} breast	piece of {organism} breast (skinless)	'piece of {organism} breast' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} breast.					chicken|turkey|pheasant|quail|duck|ruffed grouse|Canada goose																														
	FOODON:02010186	piece of {organism} breast (skinless)	piece of {organism} breast (skinless, raw)	'piece of {organism} breast (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} breast.					chicken|turkey|pheasant|quail|duck|ruffed grouse|Canada goose																														
